257 32896 266
213 48 53 0
18 60 41 0
232 21 92 0
213 60 75 0
56 103 97 0
188 184 90 0
130 113 83 0
27 192 49 0
156 2 41 0
100 43 65 0
5 59 54 0
162 105 14 0
26 209 74 0
15 23 98 0
162 77 45 0
187 61 62 0
1 146 35 0
234 82 3 0
22 249 38 0
29 97 9 0
29 46 15 0
72 233 29 0
27 214 27 0
5 245 55 0
187 244 63 0
142 88 81 0
195 128 1 0
84 221 3 0
250 33 81 0
156 78 37 0
164 223 5 0
227 37 22 0
110 180 17 0
190 4 7 0
238 113 57 0
148 113 32 0
107 92 20 0
209 58 17 0
51 214 21 0
136 96 61 0
172 49 85 0
207 203 49 0
97 171 40 0
246 102 75 0
156 100 67 0
134 124 35 0
38 13 10 0
163 44 94 0
73 125 23 0
83 86 38 0
132 67 88 0
55 16 72 0
31 74 41 0
30 81 74 0
242 123 62 0
158 132 76 0
245 186 13 0
156 253 91 0
64 44 69 0
142 179 35 0
228 198 75 0
123 45 90 0
53 58 89 0
123 61 72 0
198 239 82 0
4 38 33 0
241 134 32 0
11 64 99 0
207 235 46 0
196 240 83 0
39 234 30 0
52 246 96 0
143 133 76 0
67 212 42 0
206 122 9 0
131 191 42 0
176 111 53 0
64 158 27 0
43 224 86 0
0 62 74 0
210 65 76 0
52 84 78 0
91 193 56 0
77 137 10 0
234 249 70 0
141 5 24 0
10 175 15 0
115 174 30 0
103 210 29 0
81 157 90 0
72 191 32 0
252 108 52 0
81 51 98 0
138 161 96 0
79 214 58 0
225 172 44 0
218 71 84 0
171 248 46 0
171 92 42 0
4 187 59 0
251 149 36 0
53 229 46 0
84 202 40 0
123 36 11 0
188 206 66 0
150 47 91 0
208 18 62 0
30 8 15 0
90 75 37 0
211 198 62 0
233 39 58 0
93 192 12 0
9 2 4 0
64 236 82 0
184 227 34 0
21 145 21 0
189 157 77 0
89 222 14 0
75 38 77 0
170 39 80 0
219 29 75 0
131 41 12 0
145 11 3 0
220 122 92 0
229 75 52 0
255 17 67 0
43 248 60 0
183 140 78 0
166 223 20 0
52 167 88 0
199 128 25 0
9 166 43 0
86 213 13 0
36 99 98 0
239 145 64 0
127 81 83 0
180 173 97 0
82 44 29 0
170 231 43 0
177 227 7 0
190 193 52 0
99 96 87 0
27 99 99 0
249 16 52 0
91 124 16 0
227 54 66 0
157 163 13 0
28 25 27 0
142 9 60 0
195 222 23 0
246 74 96 0
140 208 96 0
16 179 72 0
212 221 26 0
62 157 77 0
29 80 88 0
157 79 27 0
254 243 89 0
104 15 45 0
156 247 24 0
144 165 10 0
187 158 36 0
234 203 80 0
105 224 33 0
189 54 82 0
171 61 60 0
219 56 84 0
18 191 33 0
115 55 12 0
238 72 5 0
23 176 28 0
225 65 100 0
147 102 46 0
214 153 9 0
38 174 71 0
136 256 42 0
6 147 27 0
9 108 71 0
133 211 42 0
72 54 74 0
136 68 1 0
163 255 6 0
114 75 12 0
226 100 19 0
27 74 70 0
143 159 48 0
29 19 19 0
114 50 41 0
65 137 84 0
72 66 75 0
184 76 62 0
105 126 31 0
173 219 6 0
122 256 16 0
135 44 43 0
138 71 16 0
110 140 60 0
185 19 45 0
110 56 45 0
227 59 23 0
151 88 35 0
221 215 31 0
108 40 32 0
5 79 7 0
69 53 90 0
245 182 49 0
195 3 87 0
226 111 25 0
69 140 24 0
99 146 60 0
182 81 95 0
141 134 69 0
17 66 90 0
143 163 15 0
70 127 55 0
146 101 71 0
112 140 32 0
82 75 58 0
14 138 42 0
39 117 100 0
146 96 77 0
125 70 100 0
116 125 80 0
71 200 40 0
70 145 59 0
196 180 9 0
224 214 28 0
140 64 18 0
167 200 39 0
109 97 85 0
161 254 68 0
188 9 75 0
14 241 77 0
68 140 72 0
80 75 87 0
144 228 35 0
98 175 52 0
140 155 2 0
112 183 77 0
59 166 28 0
164 210 97 0
93 58 99 0
126 65 29 0
140 47 94 0
168 237 95 0
148 212 50 0
28 180 64 0
70 94 33 0
87 240 49 0
128 165 85 0
155 168 66 0
19 157 32 0
6 16 20 0
147 22 36 0
155 70 69 0
204 241 77 0
26 198 46 0
49 222 24 0
250 194 60 0
90 147 8 0
40 118 71 0
171 246 16 0
21 127 71 0
123 215 99 0
71 64 94 0
76 34 54 0
231 22 91 0
252 86 96 0
9 146 51 0
2 10 12 0
148 162 12 0
44 228 41 0
162 44 4 0
78 230 94 0
12 134 20 0
104 237 59 0
131 122 57 0
115 160 7 0
170 2 87 0
34 104 57 0
94 224 92 0
19 161 63 0
72 214 39 0
82 167 74 0
163 152 79 0
72 235 66 0
230 161 35 0
229 28 40 0
210 27 93 0
117 102 10 0
32 229 11 0
156 151 79 0
48 72 16 0
180 142 40 0
252 74 49 0
67 76 5 0
125 25 54 0
176 31 78 0
10 157 7 0
72 60 79 0
63 29 47 0
131 1 52 0
217 146 55 0
179 246 81 0
173 48 23 0
211 114 61 0
13 137 77 0
70 60 83 0
22 89 95 0
130 10 44 0
154 121 12 0
127 160 90 0
109 138 78 0
37 77 78 0
16 117 80 0
60 125 90 0
202 222 82 0
23 37 58 0
59 60 10 0
202 225 34 0
197 83 76 0
192 193 85 0
209 18 95 0
222 197 57 0
40 172 43 0
23 91 32 0
175 131 24 0
115 25 81 0
116 84 71 0
220 126 27 0
226 147 81 0
85 125 94 0
253 207 80 0
85 10 92 0
155 136 61 0
103 20 60 0
116 38 63 0
193 245 87 0
65 203 32 0
170 4 14 0
96 97 51 0
19 201 14 0
8 82 74 0
196 130 47 0
122 145 22 0
93 30 16 0
106 142 81 0
150 85 94 0
229 67 15 0
23 161 53 0
221 97 31 0
199 252 99 0
78 167 43 0
111 210 2 0
191 96 52 0
71 243 20 0
0 135 28 0
157 51 46 0
123 65 69 0
52 31 5 0
80 36 45 0
109 177 23 0
226 39 99 0
233 216 31 0
144 193 17 0
244 142 41 0
243 186 98 0
71 30 86 0
28 224 92 0
225 49 59 0
56 214 8 0
17 149 68 0
43 186 62 0
39 245 11 0
22 52 50 0
194 86 29 0
206 222 28 0
159 87 12 0
20 176 100 0
95 178 90 0
175 157 99 0
64 97 39 0
155 138 95 0
251 141 65 0
161 116 73 0
102 127 20 0
29 24 73 0
93 220 96 0
1 246 7 0
209 125 73 0
128 79 72 0
15 154 20 0
33 132 41 0
173 49 23 0
225 61 56 0
243 84 77 0
6 32 56 0
160 47 7 0
188 76 86 0
60 145 29 0
243 25 84 0
220 144 10 0
162 168 75 0
151 105 58 0
118 101 45 0
181 53 5 0
245 211 92 0
122 136 13 0
54 182 84 0
168 215 78 0
52 102 54 0
182 109 66 0
98 253 8 0
177 41 47 0
163 87 3 0
50 168 81 0
191 59 41 0
2 53 77 0
244 88 68 0
140 92 82 0
3 22 73 0
31 104 99 0
130 157 51 0
12 209 2 0
133 29 83 0
1 163 27 0
230 215 1 0
107 230 19 0
28 132 58 0
229 27 71 0
163 100 86 0
51 20 65 0
15 229 17 0
56 117 2 0
99 21 31 0
0 248 28 0
28 82 6 0
252 241 51 0
189 182 93 0
172 205 8 0
94 31 19 0
231 146 72 0
45 118 53 0
162 159 60 0
124 91 24 0
160 225 30 0
181 59 28 0
45 184 6 0
219 194 66 0
90 197 19 0
103 117 70 0
51 238 97 0
154 157 64 0
130 58 69 0
21 113 90 0
231 61 68 0
132 28 64 0
86 142 32 0
103 93 24 0
137 125 77 0
55 131 57 0
74 86 10 0
164 131 43 0
141 201 48 0
21 250 72 0
163 173 28 0
64 87 36 0
198 142 30 0
193 6 66 0
157 11 91 0
150 5 11 0
248 127 86 0
8 166 17 0
69 215 3 0
140 82 68 0
3 125 54 0
255 241 19 0
188 229 26 0
182 213 14 0
118 124 14 0
206 60 6 0
181 237 48 0
34 113 30 0
102 165 23 0
23 154 46 0
54 163 38 0
191 225 19 0
0 202 9 0
10 108 92 0
78 185 17 0
252 85 45 0
49 6 1 0
137 95 32 0
240 160 18 0
23 207 69 0
59 5 6 0
234 144 61 0
122 150 74 0
253 201 68 0
204 81 84 0
226 230 77 0
47 171 64 0
195 235 34 0
254 118 31 0
2 203 100 0
139 123 81 0
216 25 76 0
109 136 49 0
61 133 75 0
253 23 83 0
154 161 13 0
167 168 11 0
112 26 28 0
126 170 48 0
78 200 4 0
29 81 24 0
50 255 40 0
118 105 31 0
33 232 93 0
239 193 3 0
199 29 7 0
96 254 13 0
182 243 61 0
35 185 34 0
3 198 3 0
130 49 61 0
76 33 21 0
206 187 93 0
179 209 57 0
103 182 11 0
256 200 86 0
178 90 36 0
25 227 81 0
108 165 2 0
82 128 17 0
153 194 43 0
164 111 29 0
158 177 31 0
225 241 45 0
19 256 13 0
253 83 4 0
128 124 23 0
190 14 24 0
242 165 49 0
39 89 53 0
59 189 83 0
49 116 57 0
154 213 28 0
69 198 96 0
203 210 19 0
90 234 89 0
111 19 44 0
169 13 66 0
108 166 66 0
159 187 58 0
6 39 45 0
171 186 21 0
167 118 91 0
5 190 38 0
243 125 34 0
0 157 46 0
107 142 53 0
161 26 39 0
139 40 48 0
198 134 78 0
159 244 69 0
5 188 15 0
24 125 73 0
62 17 35 0
120 153 34 0
216 174 58 0
79 184 18 0
71 68 37 0
38 142 84 0
164 70 72 0
34 106 22 0
247 102 38 0
96 168 18 0
15 39 70 0
228 42 49 0
81 233 36 0
60 233 29 0
86 247 52 0
178 101 76 0
29 181 74 0
236 109 38 0
1 188 96 0
172 165 52 0
140 118 73 0
83 234 50 0
16 13 42 0
137 24 41 0
208 48 24 0
177 165 79 0
240 7 6 0
198 187 34 0
161 184 79 0
225 93 79 0
127 29 5 0
164 230 39 0
193 82 27 0
113 26 7 0
223 13 23 0
31 122 78 0
190 221 38 0
224 16 36 0
45 156 82 0
79 93 32 0
110 159 79 0
57 238 75 0
3 184 48 0
132 191 59 0
130 153 26 0
234 116 32 0
225 1 36 0
83 68 10 0
227 9 56 0
124 68 31 0
8 199 2 0
252 174 17 0
74 82 18 0
182 186 32 0
226 240 85 0
181 252 100 0
183 70 85 0
69 38 83 0
146 16 94 0
188 170 42 0
173 213 25 0
21 69 58 0
171 209 86 0
218 254 45 0
114 89 26 0
122 146 84 0
207 35 73 0
235 54 32 0
146 220 99 0
127 27 59 0
42 138 76 0
56 255 91 0
94 52 34 0
177 50 93 0
19 38 12 0
46 116 25 0
187 182 68 0
151 203 35 0
175 201 12 0
154 2 41 0
205 194 26 0
68 226 30 0
10 66 37 0
20 148 100 0
221 112 11 0
109 245 3 0
76 220 52 0
250 81 61 0
58 3 99 0
40 104 9 0
29 116 10 0
56 65 98 0
121 191 84 0
25 42 88 0
57 115 5 0
133 209 22 0
72 131 3 0
217 59 14 0
200 176 96 0
96 60 71 0
36 126 51 0
119 207 69 0
56 163 69 0
112 207 43 0
125 194 10 0
156 79 35 0
123 11 27 0
233 218 53 0
51 18 72 0
132 254 63 0
223 94 76 0
185 97 62 0
77 48 46 0
80 23 40 0
96 199 37 0
234 5 20 0
57 125 53 0
195 10 97 0
12 94 87 0
253 210 41 0
167 97 73 0
126 187 69 0
85 76 82 0
16 5 80 0
112 137 50 0
194 231 29 0
185 173 85 0
148 137 43 0
184 23 45 0
201 167 58 0
126 255 10 0
171 214 54 0
244 225 53 0
180 225 70 0
97 70 76 0
121 178 7 0
227 210 38 0
251 229 4 0
152 96 89 0
5 202 94 0
203 228 30 0
54 175 54 0
46 147 12 0
74 191 49 0
115 122 1 0
20 187 75 0
253 186 93 0
90 227 63 0
150 152 22 0
253 208 91 0
192 246 38 0
135 12 4 0
84 246 94 0
212 57 90 0
27 204 80 0
98 136 26 0
43 169 45 0
153 77 45 0
157 207 96 0
155 39 36 0
184 39 92 0
199 77 98 0
200 2 62 0
58 229 47 0
166 182 19 0
32 164 34 0
245 107 18 0
48 96 50 0
133 225 23 0
115 251 66 0
205 162 97 0
207 22 40 0
176 88 95 0
134 90 68 0
249 155 16 0
253 155 66 0
0 188 23 0
191 136 7 0
146 234 4 0
71 70 6 0
90 103 90 0
41 10 85 0
57 194 12 0
252 137 45 0
150 60 97 0
196 34 20 0
179 139 43 0
67 191 33 0
166 158 82 0
82 138 34 0
23 27 51 0
10 204 8 0
185 102 48 0
90 118 20 0
121 29 42 0
48 84 91 0
97 178 31 0
225 57 34 0
177 212 43 0
58 197 63 0
52 19 98 0
173 39 30 0
168 205 69 0
39 51 47 0
8 197 58 0
111 185 58 0
54 9 50 0
144 26 36 0
245 109 29 0
154 166 85 0
71 174 98 0
3 205 86 0
127 88 20 0
33 44 20 0
140 58 51 0
123 228 54 0
72 228 6 0
98 248 96 0
59 193 87 0
82 41 33 0
24 70 88 0
3 63 66 0
256 36 100 0
99 50 23 0
27 44 92 0
176 12 66 0
208 172 28 0
60 85 96 0
79 188 25 0
152 131 34 0
25 87 69 0
228 187 36 0
181 98 70 0
175 115 43 0
49 228 25 0
20 55 96 0
28 16 93 0
128 61 73 0
211 108 29 0
234 77 16 0
33 37 53 0
34 203 31 0
52 38 15 0
57 27 77 0
220 225 58 0
194 6 74 0
80 116 94 0
151 141 30 0
38 14 68 0
196 234 86 0
44 4 15 0
90 154 21 0
182 251 31 0
74 143 2 0
245 148 25 0
205 207 93 0
227 197 100 0
211 143 21 0
131 46 25 0
232 83 73 0
240 61 14 0
144 227 79 0
203 175 88 0
74 217 87 0
114 203 68 0
173 62 91 0
213 114 58 0
163 236 11 0
172 184 96 0
117 146 17 0
33 163 38 0
111 184 5 0
132 110 97 0
250 224 95 0
190 67 50 0
10 161 61 0
0 256 32 0
151 159 40 0
241 101 21 0
39 222 47 0
80 219 26 0
71 54 24 0
134 131 70 0
93 4 38 0
163 188 47 0
110 63 52 0
158 42 19 0
233 190 82 0
60 110 14 0
196 143 23 0
186 9 22 0
231 87 82 0
85 152 98 0
171 135 11 0
168 107 11 0
106 130 63 0
189 55 85 0
209 130 86 0
96 38 67 0
84 170 7 0
158 3 86 0
16 192 69 0
125 91 37 0
127 25 71 0
123 79 99 0
131 188 35 0
65 101 38 0
82 3 52 0
156 180 60 0
72 161 95 0
213 101 16 0
181 147 79 0
113 132 97 0
15 33 27 0
154 195 62 0
99 41 61 0
64 237 93 0
172 29 5 0
25 207 51 0
190 28 52 0
44 138 68 0
73 208 96 0
127 219 17 0
127 237 84 0
99 40 92 0
249 213 45 0
191 32 36 0
79 215 34 0
252 131 29 0
211 226 55 0
225 51 6 0
87 241 37 0
2 240 88 0
220 191 89 0
24 134 62 0
204 180 40 0
50 185 95 0
118 51 88 0
226 142 73 0
80 117 95 0
18 161 87 0
65 43 91 0
53 24 62 0
212 5 30 0
0 225 27 0
60 56 97 0
256 191 11 0
121 153 15 0
209 102 26 0
220 52 63 0
143 183 54 0
229 10 22 0
29 236 42 0
55 89 87 0
120 138 3 0
19 228 89 0
190 95 36 0
67 120 55 0
18 25 45 0
244 69 27 0
84 42 49 0
107 52 85 0
75 109 87 0
256 20 70 0
99 3 73 0
198 123 20 0
12 207 13 0
205 135 35 0
95 53 42 0
5 117 4 0
239 138 8 0
168 182 80 0
104 142 81 0
46 171 29 0
235 163 87 0
91 84 32 0
65 1 87 0
77 227 20 0
248 141 67 0
139 183 35 0
24 73 28 0
36 146 30 0
18 10 64 0
112 47 72 0
123 157 47 0
113 142 76 0
62 75 64 0
223 39 1 0
247 161 76 0
148 102 52 0
23 29 64 0
107 238 79 0
67 204 20 0
31 58 5 0
26 0 21 0
190 178 27 0
175 48 54 0
129 85 17 0
126 239 34 0
93 105 7 0
20 248 88 0
3 137 7 0
162 176 91 0
102 12 16 0
17 231 49 0
149 96 5 0
40 174 94 0
122 240 95 0
83 172 1 0
150 125 23 0
223 88 46 0
36 20 87 0
231 110 72 0
205 195 15 0
108 105 58 0
138 243 62 0
240 249 93 0
165 167 71 0
167 54 60 0
115 71 79 0
252 57 60 0
153 133 70 0
22 245 61 0
140 10 30 0
119 174 15 0
197 61 69 0
136 88 89 0
235 132 4 0
96 88 98 0
245 149 7 0
150 250 26 0
3 222 74 0
219 203 35 0
141 109 91 0
80 40 64 0
126 167 13 0
191 89 89 0
137 188 70 0
14 11 43 0
177 252 27 0
135 81 2 0
208 152 48 0
236 145 81 0
79 92 44 0
10 224 84 0
162 87 12 0
80 96 16 0
223 36 82 0
204 90 44 0
116 176 84 0
250 138 77 0
34 145 67 0
217 154 41 0
226 169 24 0
115 253 75 0
128 23 36 0
49 0 68 0
137 81 9 0
243 147 12 0
95 227 71 0
177 189 55 0
1 123 7 0
140 202 46 0
181 30 91 0
101 29 71 0
104 156 48 0
44 152 59 0
30 135 37 0
216 189 55 0
141 191 63 0
2 72 89 0
32 0 24 0
53 189 42 0
177 21 18 0
123 163 99 0
83 222 57 0
16 39 57 0
250 45 50 0
164 221 100 0
36 177 74 0
246 251 19 0
142 154 24 0
205 39 76 0
65 213 67 0
198 135 5 0
200 59 89 0
15 110 63 0
115 130 80 0
174 256 5 0
66 59 78 0
103 172 99 0
175 100 14 0
95 173 22 0
4 154 62 0
8 109 62 0
102 179 46 0
89 128 1 0
210 16 13 0
170 222 1 0
153 16 24 0
169 254 67 0
203 167 45 0
148 61 70 0
18 47 50 0
140 243 9 0
171 251 32 0
103 35 9 0
142 91 2 0
158 129 76 0
128 173 9 0
178 2 52 0
209 15 86 0
154 106 11 0
82 14 75 0
55 21 71 0
189 188 50 0
94 189 81 0
7 223 72 0
111 125 79 0
71 254 59 0
158 230 69 0
212 246 66 0
137 39 55 0
197 217 81 0
0 216 27 0
17 97 33 0
145 134 85 0
101 74 9 0
55 35 82 0
43 103 8 0
198 249 100 0
50 215 21 0
83 113 29 0
218 103 28 0
199 232 68 0
132 85 100 0
164 190 10 0
36 77 55 0
96 82 8 0
189 103 67 0
171 116 72 0
38 130 19 0
135 229 9 0
157 119 49 0
224 51 24 0
16 52 30 0
59 16 22 0
10 21 83 0
57 237 39 0
243 134 67 0
151 119 23 0
196 229 3 0
18 143 46 0
175 70 29 0
79 36 27 0
28 51 42 0
181 189 62 0
240 118 52 0
75 162 71 0
226 5 48 0
123 243 42 0
35 69 35 0
123 159 35 0
180 29 10 0
81 210 100 0
251 98 75 0
181 166 23 0
205 13 18 0
37 110 18 0
114 216 37 0
228 119 80 0
77 250 98 0
222 218 99 0
52 49 24 0
55 60 48 0
146 155 5 0
36 230 78 0
245 210 38 0
232 119 4 0
19 183 90 0
206 63 72 0
53 102 65 0
54 225 22 0
168 199 5 0
194 248 75 0
90 57 90 0
29 142 95 0
66 162 50 0
93 59 54 0
88 114 15 0
244 157 21 0
51 125 31 0
111 15 90 0
29 166 59 0
2 83 42 0
154 33 95 0
50 200 18 0
153 90 11 0
111 69 85 0
223 18 70 0
189 2 41 0
195 67 79 0
134 51 73 0
192 50 40 0
53 42 94 0
127 145 3 0
177 7 81 0
84 147 17 0
183 243 41 0
232 3 12 0
161 200 51 0
33 199 38 0
194 99 42 0
156 40 29 0
38 25 47 0
131 162 60 0
149 56 24 0
46 41 66 0
156 12 27 0
249 102 59 0
10 32 30 0
179 92 8 0
184 165 71 0
122 47 81 0
129 100 90 0
163 242 53 0
19 241 52 0
26 122 7 0
207 21 65 0
239 79 35 0
254 82 54 0
136 193 10 0
86 126 40 0
23 238 3 0
2 243 66 0
88 189 94 0
198 165 66 0
25 221 67 0
15 193 85 0
117 36 35 0
105 24 10 0
161 152 24 0
14 181 43 0
162 180 97 0
56 74 10 0
203 92 89 0
144 90 95 0
89 144 87 0
122 59 53 0
57 83 25 0
91 175 39 0
243 194 75 0
182 66 66 0
23 3 73 0
132 127 48 0
227 134 31 0
113 230 56 0
61 84 46 0
163 153 59 0
54 86 47 0
88 141 59 0
202 100 57 0
137 132 39 0
135 140 42 0
23 215 59 0
3 173 18 0
58 7 67 0
211 186 91 0
255 190 20 0
113 251 88 0
226 197 62 0
252 51 14 0
57 62 94 0
49 231 36 0
54 110 95 0
103 120 11 0
215 179 14 0
178 236 71 0
86 0 58 0
191 244 69 0
248 214 57 0
175 148 48 0
253 221 86 0
164 168 42 0
252 63 38 0
132 102 32 0
256 50 28 0
139 200 50 0
133 194 76 0
5 61 11 0
105 27 78 0
170 114 26 0
168 35 85 0
155 105 34 0
135 158 28 0
217 39 75 0
132 2 38 0
147 254 44 0
147 240 52 0
49 139 79 0
95 46 75 0
4 113 27 0
224 28 33 0
3 131 30 0
218 142 31 0
59 120 32 0
57 203 100 0
136 217 44 0
42 29 52 0
9 52 20 0
130 9 18 0
187 68 22 0
168 234 28 0
164 78 10 0
204 119 3 0
172 28 4 0
215 103 63 0
245 8 91 0
84 244 65 0
215 47 22 0
93 94 57 0
89 66 16 0
193 124 25 0
197 167 56 0
210 123 46 0
159 116 51 0
196 162 79 0
117 206 6 0
9 155 29 0
217 234 33 0
170 43 83 0
36 128 42 0
107 189 51 0
73 175 51 0
4 125 57 0
131 185 51 0
133 120 6 0
15 170 58 0
61 22 6 0
199 144 5 0
0 246 14 0
26 143 25 0
246 242 37 0
13 186 58 0
208 90 19 0
14 96 17 0
217 48 32 0
71 123 68 0
90 87 39 0
87 128 22 0
29 140 43 0
12 30 50 0
110 243 13 0
228 82 10 0
124 31 29 0
233 95 64 0
41 236 57 0
84 9 67 0
131 95 31 0
160 185 8 0
67 82 77 0
119 102 11 0
157 113 88 0
14 55 7 0
108 139 26 0
189 77 84 0
135 28 88 0
10 48 48 0
80 7 21 0
243 135 79 0
26 127 65 0
74 197 68 0
145 180 49 0
136 41 24 0
207 32 1 0
219 59 33 0
63 179 83 0
116 218 94 0
72 155 72 0
61 192 76 0
35 119 40 0
153 41 13 0
202 239 70 0
14 213 76 0
97 147 95 0
45 150 41 0
64 188 99 0
93 179 91 0
119 196 33 0
160 50 31 0
92 198 86 0
123 182 15 0
252 191 97 0
67 240 30 0
136 92 63 0
81 217 6 0
136 206 24 0
130 136 59 0
10 68 86 0
142 93 51 0
24 166 60 0
254 19 52 0
11 62 57 0
225 102 85 0
39 43 55 0
218 52 60 0
199 57 78 0
48 74 50 0
54 36 19 0
97 230 73 0
184 90 81 0
52 71 11 0
84 216 92 0
209 228 77 0
208 148 74 0
111 237 21 0
53 82 28 0
188 143 30 0
228 201 52 0
180 178 7 0
63 150 50 0
236 39 53 0
38 228 5 0
42 36 100 0
59 12 9 0
228 78 4 0
31 87 6 0
61 113 14 0
44 174 93 0
108 23 9 0
130 189 84 0
54 115 44 0
46 182 16 0
37 115 27 0
67 243 38 0
147 157 86 0
159 58 19 0
119 50 38 0
5 212 99 0
6 205 57 0
53 231 59 0
97 160 9 0
77 129 40 0
215 115 11 0
211 168 52 0
3 199 37 0
119 93 94 0
27 29 25 0
101 102 45 0
204 198 94 0
109 194 23 0
250 25 14 0
171 96 37 0
134 20 89 0
176 153 58 0
200 32 39 0
190 2 89 0
115 247 87 0
179 67 86 0
122 54 40 0
213 166 92 0
233 161 77 0
248 178 23 0
236 55 66 0
121 168 19 0
147 249 14 0
109 95 56 0
21 59 97 0
90 160 44 0
49 18 17 0
144 162 20 0
219 139 57 0
130 39 52 0
153 74 35 0
222 214 1 0
149 126 71 0
185 201 8 0
115 97 34 0
130 23 60 0
159 211 71 0
126 218 60 0
223 130 69 0
49 90 40 0
52 54 65 0
153 116 16 0
216 169 49 0
24 82 47 0
112 169 33 0
32 208 60 0
161 208 97 0
224 92 89 0
90 79 76 0
101 71 21 0
19 252 66 0
243 199 49 0
114 221 30 0
112 231 75 0
38 214 91 0
132 242 83 0
174 59 78 0
177 213 4 0
170 34 11 0
241 176 78 0
85 148 62 0
81 150 89 0
58 46 21 0
11 168 3 0
14 17 1 0
251 214 8 0
231 165 78 0
73 61 39 0
91 87 18 0
235 30 42 0
36 213 67 0
240 152 84 0
202 35 59 0
4 197 57 0
144 112 3 0
157 1 8 0
207 77 60 0
128 197 10 0
225 13 100 0
181 150 46 0
35 225 14 0
75 9 72 0
143 141 52 0
119 229 4 0
169 29 6 0
113 249 54 0
67 59 4 0
216 69 29 0
99 229 55 0
17 99 60 0
73 166 79 0
20 37 58 0
0 200 47 0
15 71 100 0
254 242 39 0
206 103 66 0
48 204 51 0
6 77 53 0
229 206 21 0
167 149 23 0
180 2 15 0
211 157 79 0
181 109 87 0
104 152 99 0
83 85 25 0
231 143 22 0
58 154 61 0
129 58 44 0
48 89 36 0
142 52 60 0
169 15 26 0
87 169 57 0
41 123 55 0
7 145 24 0
213 203 43 0
64 195 21 0
129 52 80 0
46 77 19 0
109 205 65 0
250 49 51 0
12 20 78 0
129 78 84 0
163 150 63 0
130 13 81 0
209 51 89 0
21 66 30 0
224 253 77 0
254 60 59 0
192 104 67 0
87 126 74 0
49 199 59 0
110 122 33 0
225 40 43 0
97 68 58 0
255 227 72 0
48 155 29 0
88 19 27 0
98 121 35 0
53 243 91 0
251 6 40 0
85 255 42 0
176 125 25 0
76 201 16 0
32 212 58 0
130 252 35 0
179 203 21 0
251 78 89 0
193 14 57 0
204 97 7 0
174 202 87 0
249 62 51 0
161 216 86 0
11 242 95 0
7 140 54 0
201 147 52 0
128 225 29 0
87 247 55 0
28 104 36 0
164 32 53 0
200 204 40 0
71 25 82 0
205 143 80 0
253 228 15 0
120 17 28 0
101 161 85 0
5 148 40 0
91 90 7 0
145 61 79 0
117 243 72 0
80 112 68 0
147 34 13 0
110 73 85 0
248 211 11 0
18 205 51 0
246 190 56 0
47 124 10 0
40 8 16 0
152 243 76 0
117 101 97 0
46 184 71 0
154 216 52 0
5 45 58 0
73 189 27 0
235 28 33 0
241 52 2 0
84 150 44 0
118 99 73 0
100 107 50 0
19 146 7 0
108 194 95 0
95 86 14 0
186 7 82 0
208 177 88 0
13 253 19 0
183 224 76 0
194 55 51 0
151 80 48 0
19 69 44 0
195 185 24 0
77 90 56 0
232 105 62 0
65 6 26 0
123 73 19 0
230 240 32 0
213 50 19 0
46 73 17 0
14 107 90 0
107 141 55 0
66 126 78 0
70 113 12 0
94 23 55 0
208 229 100 0
81 247 20 0
31 20 86 0
17 214 13 0
67 151 43 0
103 160 96 0
228 194 89 0
1 8 41 0
223 235 49 0
245 37 13 0
216 90 75 0
211 147 88 0
56 144 55 0
226 98 71 0
193 108 38 0
147 195 62 0
237 78 47 0
123 166 51 0
203 135 92 0
249 174 59 0
193 186 4 0
252 219 87 0
243 100 96 0
48 222 58 0
123 81 43 0
239 238 79 0
95 5 80 0
130 79 78 0
7 235 33 0
185 157 39 0
127 249 13 0
173 61 64 0
122 11 97 0
46 252 92 0
176 247 91 0
53 108 31 0
246 160 68 0
164 219 50 0
250 120 22 0
7 103 43 0
49 29 19 0
149 249 25 0
124 219 95 0
169 216 20 0
43 56 28 0
14 244 36 0
4 246 82 0
95 66 58 0
42 124 43 0
116 118 21 0
208 231 15 0
101 150 14 0
0 106 9 0
86 225 9 0
48 221 62 0
77 35 32 0
68 182 76 0
120 215 37 0
124 169 58 0
152 37 59 0
139 182 63 0
47 69 34 0
68 137 59 0
167 124 44 0
128 208 18 0
142 204 59 0
172 132 67 0
3 206 58 0
3 78 54 0
60 92 63 0
37 218 62 0
41 227 40 0
217 152 94 0
112 83 74 0
216 109 78 0
156 21 24 0
77 171 93 0
226 9 58 0
6 126 78 0
46 124 18 0
57 38 22 0
214 147 6 0
245 143 34 0
33 29 97 0
155 54 63 0
1 191 51 0
165 174 23 0
182 244 91 0
48 224 18 0
138 246 19 0
229 163 90 0
4 46 72 0
183 232 62 0
148 160 35 0
64 194 84 0
107 239 3 0
82 35 65 0
117 7 100 0
29 65 11 0
97 231 20 0
142 35 74 0
221 53 86 0
42 25 16 0
235 129 93 0
134 191 46 0
163 105 38 0
168 51 78 0
20 60 75 0
145 81 94 0
81 195 36 0
70 98 85 0
236 119 28 0
48 59 89 0
145 209 56 0
51 105 29 0
97 227 98 0
198 36 50 0
38 141 34 0
63 135 38 0
224 47 35 0
218 169 75 0
214 218 21 0
78 92 14 0
187 0 66 0
193 22 48 0
20 6 17 0
149 138 43 0
